,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Deaths,ParentLocationCode,Country Code,GDP,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25
245,Luxembourg,2000,0.261264615,0.94136246,0.675034944,5.332758553,1.04067189,3.857617574,1.445017606,100.0,65,17.9,13.446,8.6,EUR,LUX,21230.1829893036,0.435634,0.00559,0.028441,0.082608,0.132322
246,Malawi,2010,0.15327957,0.602680431,0.096950042,3.600630326,0.497650405,3.331397541,1.612823102,61.30972,366,30.6,16.0307,11.412,AFR,MWI,10128.3230106049,14.718426,0.573282,2.721015,6.849579,9.738797
247,Malawi,2014,0.15394528,0.604386344,0.098966316,3.629755684,0.502593266,3.372101161,1.608669336,65.14537,279,32.1,12.7697,8.376,AFR,MWI,8801.32616914547,16.477972,0.585504,2.842452,7.621392,10.855317
248,Malawi,2015,0.154140909,0.604940793,0.099678244,3.639366352,0.504620309,3.392795339,1.607572493,62.14354,266,32.4,12.5862,8.005,AFR,MWI,9219.47437931534,16.938944,0.586369,2.862908,7.790838,11.135943
249,Malaysia,2000,0.241026883,0.570456401,0.169603867,4.435855251,0.644121582,3.212442816,0.728107067,88.68776,145,26.8,6.1,4.584,WPR,MYS,93789.7368421053,22.945152,0.530328,2.70518,7.693546,11.904225
250,Malaysia,2010,0.247947272,0.576997517,0.186795266,4.482378576,0.649305395,3.386557688,0.643556477,93.11789,170,25.1,5.3,5.009,WPR,MYS,255017.63845559,28.717728,0.485331,2.533746,7.990778,13.756874
251,Malaysia,2015,0.251197121,0.578246982,0.196888035,4.399843989,0.664768587,3.461155117,0.644343302,94.63699,160,22.8,5.22,5.096,WPR,MYS,301355.26696494705,31.068834,0.52813,2.570159,7.8221,13.567895
252,Maldives,2000,0.228088676,0.554088349,0.132799522,3.218498687,0.608372116,3.412670146,0.737572459,96.3265,142,1.8,5.3,4.458,SEAR,MDV,624.3371452846219,0.28252,0.005787,0.031816,0.113165,0.174615
253,Maldives,2006,0.233602931,0.559888669,0.147984542,3.262196711,0.617314583,3.317513731,0.750654507,98.3979,88,2.5,3.77,3.74,SEAR,MDV,1575.2003909349,0.314411,0.005867,0.027903,0.097706,0.178828
254,Maldives,2014,0.241897708,0.564069502,0.156371846,3.196215289,0.680319938,3.145486262,0.821017755,98.61012,57,2.5,2.88,2.718,SEAR,MDV,3697.35303658648,0.416746,0.007424,0.037098,0.097446,0.183466
255,Maldives,2015,0.24288279,0.564472148,0.156448805,3.185179741,0.686627449,3.127677083,0.82624733,99.32102,54,2.6,2.95,2.718,SEAR,MDV,4129.50531981871,0.43559,0.007532,0.037666,0.099933,0.184351
256,Maldives,2016,0.24382137,0.564825793,0.156532768,3.174837251,0.692802919,3.112616225,0.830767883,97.73495,53,0.9,3.15,2.738,SEAR,MDV,4409.94262338674,0.454263,0.007593,0.038102,0.102618,0.185222
257,Mali,2003,0.165129056,0.625491953,0.106982081,2.879828935,0.42181017,2.942944848,0.882325788,24.0,316,24.5,8.55,14.435,AFR,MLI,4714.0719796883495,12.342167,0.54062,2.33772,5.720064,8.293336
258,Mali,2006,0.165813936,0.625945342,0.109366101,2.880528968,0.422806191,2.93207984,0.884427792,26.17655,298,23.9,8.65,13.233,AFR,MLI,6905.93421790901,13.623541,0.601845,2.635668,6.344461,9.118734
259,Mali,2010,0.166484824,0.627021665,0.112274298,2.877789275,0.428105495,2.927156701,0.902085934,31.09975,283,24.2,8.69,11.812,AFR,MLI,10689.1680162613,15.529183,0.673763,3.022098,7.327585,10.355223
260,Mali,2011,0.166609773,0.627251528,0.112912148,2.878674332,0.428976749,2.931646452,0.902809835,30.61867,281,24.0,8.68,11.498,AFR,MLI,12995.1126902596,16.039734,0.692489,3.116178,7.602453,10.692983
261,Mali,2015,0.167329938,0.628280692,0.115125821,2.884227776,0.439086016,2.973457641,0.90460211,33.06889,277,23.2,8.46,10.211,AFR,MLI,13104.764378326,18.11291,0.754891,3.474879,8.715877,12.123765
262,Malta,2005,0.256027257,0.962074343,0.471220993,5.32357021,0.84447939,3.389501513,1.058430551,92.36309,63,4.2,4.37,7.8,EUR,MLT,6416.1842358384,0.410217,0.003879,0.019585,0.068966,0.127822
263,Malta,2011,0.256312901,0.961901045,0.488767721,5.31779296,0.873085326,3.327916185,1.105108159,93.30736,59,4.8,5.73,7.8,EUR,MLT,9638.7286350143,0.423577,0.004189,0.020187,0.06152,0.118304
264,Malta,2015,0.25705812,0.962466898,0.507237741,5.317004747,0.870168715,3.347922607,1.109212751,94.06661,55,2.8,6.55,7.7,EUR,MLT,11091.4836596156,0.456585,0.004497,0.021926,0.062377,0.119831
265,Mauritius,2000,0.232492738,0.559365806,0.153985338,3.294263476,0.668787355,3.686279417,1.228101958,84.30309,172,16.1,11.4715,6.7,AFR,MUS,4663.3210814445,1.21593,0.020399,0.100892,0.311442,0.53123
266,Mauritius,2011,0.238116354,0.563481953,0.170558526,3.317777921,0.700324411,3.537207077,1.284561592,89.24984,212,15.0,8.56,7.3,AFR,MUS,11518.4134299684,1.286239,0.015179,0.081121,0.275873,0.47903
267,Mauritius,2012,0.238608837,0.563628815,0.172579429,3.318193471,0.703263258,3.527031534,1.288765673,91.76601,152,14.0,9.23,7.4,AFR,MUS,11668.6963967887,1.288753,0.014999,0.078559,0.270458,0.473916
